,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountTotalLine,CountTotalLOC,JavaFiles,Packages,framework,sample,watcher,watcher_repo,total_duplicated_lines,total_occurrences,mean_duplicated_lines,occurrences_mean
266238,0.7792207792207793,0.7402597402597403,0.8441558441558441,0.5584415584415584,5.220779220779221,0.4285714285714285,4.493506493506493,0.2727272727272727,1.103896103896104,0.7792207792207793,0.7792207792207793,0.0,77.0,0.0909090909090909,32.62337662337662,0.0,0.0,0.0,1.5714285714285714,0.6493506493506493,1.6623376623376624,1.6623376623376624,0.0,0.4545454545454545,0.0909090909090909,1.1168831168831168,0.0,237.4805194805195,16.90909090909091,94.97402597402598,73.84415584415585,83.93506493506493,125.67532467532467,0.0,0.0,0.0,74.79220779220779,80.31168831168831,71.16883116883118,9.142857142857142,0.0,0.0,0.0,0.0,0.0,1.4935064935064934,1.3376623376623376,1.7272727272727273,0.6883116883116883,0.0,1.5064935064935066,0.4155844155844156,0.0,6.181818181818182,5.714285714285714,0.2954545454545454,3.4545454545454546,3.2857142857142856,3.9220779220779214,1.896103896103896,7313.0,18286.0,14.0,11.0,googlearchive,googlearchive/android-Camera2Video,abhinav-adtechs,abhinav-adtechs/server-side-extended,138.0,9.0,46.0,3.0
266334,1.4108761329305135,1.3564954682779455,1.4894259818731117,1.027190332326284,8.58308157099698,0.4410876132930513,7.308157099697885,0.6072507552870091,1.3293051359516617,2.211480362537764,2.211480362537764,0.202416918429003,370.0,0.3806646525679758,0.7824773413897281,0.0,0.0,0.0,3.389728096676737,1.7371601208459215,3.770392749244713,5.601208459214502,0.0120845921450151,0.4350453172205438,0.2688821752265861,3.054380664652568,0.0,56.126888217522655,7.851963746223565,39.80060422960725,11.54380664652568,24.477341389728096,8.743202416918429,0.0,0.0,0.0,16.507552870090635,24.761329305135952,10.510574018126889,14.250755287009063,0.0,0.0,0.0,0.0,0.0,2.287009063444109,2.193353474320242,2.486404833836858,1.2326283987915407,0.0,1.8036253776435045,0.7190332326283988,0.0,24.268882175226587,23.0392749244713,0.2308761329305136,6.2265861027190335,6.081570996978852,6.534743202416919,4.057401812688822,13174.0,18578.0,171.0,36.0,googlearchive,googlearchive/android-Camera2Video,YoungLeeForeverBoy,YoungLeeForeverBoy/nina,51.0,2.0,51.0,2.0
266797,1.380952380952381,1.3492063492063493,1.492063492063492,1.0634920634920637,10.555555555555555,1.0476190476190477,8.857142857142858,0.4761904761904761,1.0793650793650793,1.5714285714285714,1.5714285714285714,0.0476190476190476,69.0,0.2857142857142857,0.1746031746031746,0.0,0.0,0.0,3.142857142857143,1.9047619047619049,3.4285714285714284,3.523809523809524,0.0,0.6190476190476191,0.1587301587301587,2.6507936507936507,0.0,51.507936507936506,8.65079365079365,39.47619047619048,10.634920634920634,25.07936507936508,3.5873015873015874,0.0,0.0,0.0,18.857142857142858,26.65079365079365,10.841269841269842,15.80952380952381,0.0,0.0,0.0,0.0,0.0,2.1587301587301586,2.0793650793650795,2.3015873015873014,1.238095238095238,0.0,1.761904761904762,0.5873015873015873,0.0,16.984126984126984,15.412698412698411,0.13,5.650793650793651,5.555555555555555,6.047619047619048,3.7936507936507935,2487.0,3245.0,32.0,7.0,googlearchive,googlearchive/android-Camera2Video,abertschi,abertschi/memory-lane,18.0,2.0,18.0,2.0
266904,1.3473684210526315,1.2736842105263158,1.4105263157894736,1.0315789473684212,7.968421052631579,0.1894736842105263,6.905263157894737,0.6105263157894737,1.305263157894737,1.0526315789473684,1.0526315789473684,0.0105263157894736,103.0,0.1894736842105263,0.8210526315789474,0.0,0.0,0.0,4.11578947368421,2.494736842105264,4.3052631578947365,4.389473684210526,0.031578947368421,1.5578947368421052,0.2105263157894736,2.5052631578947366,0.0,73.25263157894737,8.557894736842105,54.83157894736842,12.91578947368421,37.10526315789474,9.905263157894735,0.0,0.0,0.0,26.852631578947367,37.4,13.715789473684213,23.68421052631579,0.0,0.0,0.0,0.0,0.0,2.557894736842105,2.3157894736842106,2.673684210526316,1.4631578947368422,0.0,1.6842105263157894,0.7789473684210526,0.0,16.49473684210526,15.31578947368421,0.1901052631578947,8.56842105263158,8.147368421052631,9.43157894736842,4.957894736842105,5209.0,6959.0,43.0,22.0,googlearchive,googlearchive/android-Camera2Video,mohanrajsambath,mohanrajsambath/CameraWorkSapce,1224.0,62.0,61.2,3.1
266920,1.3628808864265929,1.329639889196676,1.4542936288088644,1.002770083102493,8.523545706371191,0.5955678670360111,7.157894736842105,0.6343490304709142,1.2493074792243768,1.2271468144044322,1.2271468144044322,0.0554016620498614,403.0,0.1662049861495844,0.4099722991689751,0.0,0.0,0.0,3.8337950138504153,2.3878116343490303,4.0,5.875346260387811,0.1080332409972299,0.4016620498614958,0.4321329639889196,3.0581717451523547,0.0,59.59833795013851,8.961218836565097,44.49584487534626,12.966759002770084,26.74792243767313,6.443213296398892,0.0,0.0,0.0,21.03324099722992,30.149584487534625,11.87257617728532,18.277008310249307,0.0,0.0,0.0,0.0,0.0,2.465373961218837,2.3518005540166205,2.7202216066481992,1.191135734072022,0.0,1.628808864265928,0.6925207756232687,0.0,18.196675900277008,16.678670360110804,0.26196675900277,7.091412742382271,6.903047091412742,7.71191135734072,4.357340720221607,16063.0,21515.0,212.0,78.0,googlearchive,googlearchive/android-Camera2Video,mohanrajsambath,mohanrajsambath/MyWorkspace,65.0,4.0,32.5,2.0
266978,1.2941176470588236,1.2941176470588236,1.2941176470588236,1.0588235294117647,8.176470588235293,0.2941176470588235,7.705882352941177,0.1764705882352941,1.0588235294117647,0.7058823529411765,0.7058823529411765,0.0,17.0,0.0588235294117647,0.2352941176470588,0.0,0.0,0.0,2.5294117647058822,0.6470588235294118,2.588235294117647,2.588235294117647,0.0,0.3529411764705882,0.2941176470588235,1.9411764705882355,0.0,35.23529411764706,4.352941176470588,28.058823529411764,5.882352941176471,17.88235294117647,3.4705882352941178,0.0,0.0,0.0,11.705882352941176,17.529411764705884,5.823529411764706,11.705882352941176,0.0,0.0,0.0,0.0,0.0,1.7647058823529411,1.588235294117647,1.7647058823529411,1.3529411764705883,0.0,1.7647058823529411,0.4705882352941176,0.0,11.588235294117649,10.941176470588236,0.2505882352941176,4.411764705882353,4.235294117647059,4.411764705882353,3.176470588235294,477.0,599.0,9.0,6.0,googlearchive,googlearchive/android-Camera2Video,xiaye13579,xiaye13579/VideoRecorder,27.0,2.0,27.0,2.0
267011,1.6363636363636365,1.5454545454545454,1.7727272727272727,1.0,8.909090909090908,0.2272727272727272,7.045454545454546,1.2272727272727273,1.181818181818182,1.681818181818182,1.681818181818182,0.0454545454545454,25.0,0.3636363636363636,1.318181818181818,0.0,0.0,0.0,4.590909090909091,4.409090909090909,4.954545454545454,5.2727272727272725,0.2272727272727272,1.318181818181818,0.2727272727272727,3.136363636363636,0.0,112.5909090909091,13.045454545454543,73.27272727272727,18.90909090909091,46.95454545454545,26.318181818181817,0.0,0.0,0.0,34.27272727272727,49.45454545454545,18.63636363636364,30.818181818181817,0.0,0.0,0.0,0.0,0.0,4.045454545454546,3.5,4.727272727272728,1.5,0.0,1.5454545454545454,1.2272727272727273,0.0,22.09090909090909,18.954545454545453,0.3345454545454545,11.545454545454543,10.590909090909092,12.590909090909092,5.7727272727272725,1612.0,2477.0,8.0,3.0,googlearchive,googlearchive/android-Camera2Video,DonLiangGit,DonLiangGit/Facetrack,14.0,2.0,14.0,2.0
267058,1.2112676056338028,1.1971830985915493,1.267605633802817,0.971830985915493,8.295774647887324,0.5070422535211268,7.070422535211268,0.5352112676056338,1.1971830985915493,1.4788732394366195,1.4788732394366195,0.0704225352112676,75.0,0.3943661971830985,0.6338028169014085,0.0,0.0,0.0,3.5492957746478875,1.6619718309859155,3.943661971830986,4.183098591549296,0.5492957746478874,0.704225352112676,0.1408450704225352,2.5492957746478875,0.0,66.46478873239437,10.19718309859155,47.929577464788736,13.901408450704226,30.690140845070424,8.661971830985916,0.0,0.0,0.0,21.267605633802816,30.183098591549296,12.80281690140845,17.380281690140844,0.0,0.0,0.0,0.0,0.0,2.267605633802817,2.1690140845070425,2.464788732394366,1.1971830985915493,0.0,1.9295774647887325,0.6901408450704225,0.0,21.7887323943662,20.267605633802816,0.1414084507042253,6.901408450704225,6.76056338028169,7.450704225352113,4.352112676056338,3403.0,4719.0,29.0,13.0,googlearchive,googlearchive/android-Camera2Video,rahul-lohra,rahul-lohra/Selfie-App,782.0,26.0,65.16666666666667,2.1666666666666665
267126,1.7794117647058822,1.7058823529411764,2.073529411764706,1.1176470588235294,8.808823529411764,0.1764705882352941,7.926470588235294,0.6176470588235294,1.2794117647058822,1.5441176470588236,1.5441176470588236,0.0588235294117647,78.0,0.5147058823529411,1.0441176470588236,0.0,0.0,0.0,4.514705882352941,1.7941176470588236,5.029411764705882,8.014705882352942,0.0147058823529411,0.6029411764705882,0.2794117647058823,4.132352941176471,0.0,75.22058823529412,7.485294117647059,61.52941176470589,14.279411764705882,41.85294117647059,6.397058823529412,0.0,0.0,0.0,27.397058823529413,40.27941176470589,12.779411764705882,27.5,0.0,0.0,0.0,0.0,0.0,3.838235294117647,3.514705882352941,4.544117647058823,1.8529411764705883,0.0,1.911764705882353,1.0147058823529411,0.0,12.514705882352942,11.779411764705882,0.1133823529411764,11.573529411764708,10.970588235294118,13.544117647058824,6.455882352941177,4184.0,5115.0,26.0,8.0,googlearchive,googlearchive/android-Camera2Video,lizhifeng-sky,lizhifeng-sky/RecordVideo,101.0,6.0,33.666666666666664,2.0
267130,2.107843137254902,2.0392156862745097,2.3529411764705883,1.2843137254901962,12.470588235294118,0.4509803921568627,10.794117647058824,1.1372549019607845,1.3137254901960784,1.5,1.5,0.0686274509803921,117.0,0.5980392156862745,0.9117647058823528,0.0,0.0,0.0,4.254901960784314,2.1372549019607843,4.852941176470588,6.950980392156863,0.088235294117647,0.6176470588235294,0.2941176470588235,3.852941176470588,0.0,79.86274509803921,7.852941176470588,64.0,16.362745098039216,43.3235294117647,8.294117647058824,0.0,0.0,0.0,31.58823529411765,44.26470588235294,15.029411764705882,29.235294117647054,0.0,0.0,0.0,0.0,0.0,4.176470588235294,3.911764705882353,4.745098039215686,2.0588235294117645,0.0,1.8137254901960784,1.196078431372549,0.0,19.274509803921568,18.215686274509803,0.1419607843137255,11.019607843137257,10.470588235294118,12.5,6.2745098039215685,6528.0,8146.0,48.0,14.0,googlearchive,googlearchive/android-Camera2Video,lizhifeng-sky,lizhifeng-sky/VideoEdit,101.0,6.0,33.666666666666664,2.0
267239,1.32,1.28,1.44,1.0,8.04,0.24,7.16,0.56,1.16,0.76,0.76,0.0,25.0,0.16,0.52,0.0,0.0,0.0,2.64,1.0,2.8,2.8,0.0,0.72,0.12,1.96,0.0,63.52,7.2,42.52,10.6,28.28,13.84,0.0,0.0,0.0,16.6,24.72,10.0,14.72,0.0,0.0,0.0,0.0,0.0,2.56,2.24,2.92,1.2,0.0,1.76,0.68,0.0,8.6,8.28,0.2848,5.68,5.36,6.4,3.16,1063.0,1588.0,8.0,4.0,googlearchive,googlearchive/android-Camera2Video,vtthach,vtthach/20170106_Sample_CameraModule,138.0,6.0,46.0,2.0
267272,0.659217877094972,0.6536312849162011,0.6927374301675978,0.4301675977653631,3.4078212290502794,0.2905027932960894,2.9553072625698324,0.0670391061452514,1.1843575418994414,1.2067039106145252,1.2067039106145252,0.0279329608938547,209.0,0.1675977653631284,49.44134078212291,0.0,0.0,0.0,1.9832402234636872,1.0223463687150838,2.150837988826816,2.7150837988826817,0.0391061452513966,0.2458100558659217,0.2569832402234637,1.6089385474860336,0.0,202.75418994413408,11.268156424581006,124.1173184357542,106.92737430167598,112.43016759776536,67.44692737430168,0.0,0.0,0.0,108.15642458100558,114.13966480446928,104.83240223463687,9.3072625698324,0.0,0.0,0.0,0.0,0.0,1.223463687150838,1.1620111731843576,1.329608938547486,0.5251396648044693,0.0,1.335195530726257,0.329608938547486,0.0,9.044692737430168,7.905027932960894,0.1263687150837988,4.055865921787709,3.93854748603352,4.262569832402234,2.363128491620112,22217.0,36293.0,47.0,35.0,googlearchive,googlearchive/android-Camera2Video,MartinRGB,MartinRGB/android_camera_experiment,15.0,2.0,15.0,2.0
267331,2.083333333333333,1.875,2.208333333333333,1.3333333333333333,11.5,0.2083333333333333,10.625,0.5833333333333334,1.0833333333333333,1.5,1.5,0.0,25.0,0.2916666666666667,0.3333333333333333,0.0,0.0,0.0,3.2916666666666665,2.583333333333333,3.583333333333333,3.583333333333333,0.0,0.9583333333333334,0.25,2.375,0.0,60.91666666666666,5.583333333333333,49.29166666666666,11.041666666666666,33.916666666666664,6.916666666666667,0.0,0.0,0.0,25.33333333333333,34.625,10.666666666666666,23.95833333333333,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,2.958333333333333,3.458333333333333,1.875,0.0,1.75,1.375,0.0,22.08333333333333,19.0,0.14875,7.583333333333333,7.375,7.916666666666667,4.958333333333333,1183.0,1462.0,11.0,5.0,googlearchive,googlearchive/android-Camera2Video,werbhelius,werbhelius/MediaUtils,51.0,2.0,51.0,2.0
267365,1.875,1.6,1.975,0.975,11.725,0.6,9.65,1.225,1.175,1.225,1.225,0.0,42.0,0.075,1.0,0.0,0.0,0.0,3.05,1.375,3.125,3.125,0.075,0.875,0.125,2.05,0.0,75.75,9.05,52.1,11.9,36.2,14.775,0.0,0.0,0.0,22.85,32.475,11.725,20.75,0.0,0.0,0.0,0.0,0.0,3.0,2.5,3.25,1.275,0.0,1.825,0.9,0.0,14.075,13.0,0.2009999999999999,7.125,6.575,7.675,3.525,2084.0,3030.0,13.0,9.0,googlearchive,googlearchive/android-Camera2Video,therajanmaurya,therajanmaurya/Remote-Camera-App,113.0,6.0,37.666666666666664,2.0
267533,1.8108108108108107,1.7567567567567568,2.054054054054054,0.945945945945946,10.594594594594597,0.1891891891891892,9.054054054054054,1.162162162162162,1.162162162162162,1.2162162162162162,1.2162162162162162,0.0,38.0,0.6216216216216216,0.3513513513513513,0.0,0.0,0.0,2.972972972972973,1.5675675675675675,3.5945945945945947,3.5945945945945947,0.0,1.2162162162162162,0.1891891891891892,2.189189189189189,0.0,62.4054054054054,6.675675675675675,48.37837837837838,12.135135135135137,30.83783783783784,7.783783783783784,0.0,0.0,0.0,22.18918918918919,31.89189189189189,12.27027027027027,19.62162162162162,0.0,0.0,0.0,0.0,0.0,3.054054054054054,2.756756756756757,3.4864864864864864,1.162162162162162,0.0,1.7297297297297298,1.0810810810810811,0.0,18.783783783783782,17.972972972972972,0.2094594594594594,7.54054054054054,7.108108108108108,8.27027027027027,3.8378378378378377,1790.0,2309.0,19.0,10.0,googlearchive,googlearchive/android-Camera2Video,hzbcdut,hzbcdut/FlashLight,68.0,4.0,34.0,2.0
268033,1.2842105263157897,1.2473684210526317,1.3526315789473684,0.9421052631578948,7.310526315789474,0.2052631578947368,6.273684210526316,0.6736842105263158,1.063157894736842,1.1578947368421053,1.1578947368421053,0.0578947368421052,199.0,0.4578947368421052,0.4578947368421052,0.0,0.0,0.0,3.073684210526316,1.8157894736842104,3.531578947368421,3.721052631578947,0.0578947368421052,0.4052631578947368,0.3368421052631579,2.731578947368421,0.0,51.626315789473686,6.136842105263158,37.47894736842105,10.657894736842104,23.563157894736843,8.43157894736842,0.0,0.0,0.0,17.61578947368421,25.16842105263158,10.394736842105264,14.773684210526316,0.0,0.0,0.0,0.0,0.0,2.173684210526316,2.0631578947368423,2.3210526315789477,1.1631578947368422,0.0,1.7736842105263158,0.6736842105263158,0.0,22.63157894736842,20.589473684210525,0.2398947368421052,6.026315789473684,5.863157894736842,6.394736842105263,3.863157894736842,7121.0,9809.0,96.0,32.0,googlearchive,googlearchive/android-Camera2Video,GDPCCoder,GDPCCoder/Study,237.0,20.0,26.333333333333332,2.2222222222222223
268071,1.3157894736842106,1.263157894736842,1.3421052631578947,0.9473684210526316,8.105263157894736,0.1578947368421052,6.973684210526316,0.7894736842105263,1.2105263157894737,1.236842105263158,1.236842105263158,0.0,39.0,0.4736842105263157,1.0789473684210529,0.0,0.0,0.0,3.842105263157895,1.5789473684210529,4.315789473684211,4.315789473684211,0.3421052631578947,0.8421052631578947,0.1052631578947368,3.026315789473684,0.0,78.89473684210526,9.36842105263158,55.8421052631579,13.973684210526317,37.31578947368421,13.842105263157896,0.0,0.0,0.0,24.42105263157895,34.89473684210526,13.052631578947368,21.84210526315789,0.0,0.0,0.0,0.0,0.0,2.5526315789473686,2.289473684210526,2.8684210526315788,1.368421052631579,0.0,1.7105263157894737,0.7894736842105263,0.0,11.5,9.973684210526317,0.1818421052631579,8.473684210526315,8.026315789473685,9.263157894736842,5.315789473684211,2122.0,2998.0,13.0,3.0,googlearchive,googlearchive/android-Camera2Video,lytcom,lytcom/Camera2Kit,173.0,10.0,34.6,2.0
268072,1.3870967741935485,1.3387096774193548,1.435483870967742,0.967741935483871,8.17741935483871,0.1935483870967742,7.096774193548387,0.7258064516129032,1.1935483870967742,1.4838709677419355,1.4838709677419355,0.032258064516129,64.0,0.2903225806451613,0.935483870967742,0.0,0.0,0.0,4.854838709677419,2.0,5.145161290322581,5.693548387096774,1.1129032258064515,1.0161290322580645,0.1129032258064516,2.903225806451613,0.0,89.14516129032258,11.161290322580646,63.37096774193548,15.290322580645162,42.03225806451613,14.838709677419354,0.0,0.0,0.0,27.90322580645161,40.04838709677419,14.403225806451612,25.64516129032258,0.0,0.0,0.0,0.0,0.0,2.693548387096774,2.419354838709677,3.048387096774193,1.3548387096774193,0.0,1.7258064516129032,0.8548387096774194,0.0,11.661290322580646,10.306451612903226,0.1841935483870967,9.951612903225806,9.483870967741936,10.935483870967742,5.903225806451613,3929.0,5527.0,21.0,4.0,googlearchive,googlearchive/android-Camera2Video,lytcom,lytcom/CameraKitView,188.0,13.0,31.333333333333332,2.1666666666666665
268105,1.8070175438596487,1.719298245614035,2.017543859649123,1.1754385964912282,8.982456140350877,0.3508771929824561,8.087719298245615,0.3859649122807017,1.4210526315789471,1.8596491228070176,1.8596491228070176,0.087719298245614,67.0,0.6666666666666666,1.350877192982456,0.0,0.0,0.0,5.701754385964913,1.9824561403508767,6.368421052631579,9.982456140350877,0.0350877192982456,0.8596491228070176,0.3157894736842105,5.157894736842105,0.0,87.98245614035088,10.491228070175438,72.21052631578948,18.56140350877193,47.8421052631579,5.43859649122807,0.0,0.0,0.0,32.6140350877193,48.03508771929825,15.614035087719298,32.421052631578945,0.0,0.0,0.0,0.0,0.0,4.157894736842105,3.771929824561404,4.964912280701754,1.8771929824561404,0.0,1.9298245614035088,1.1403508771929824,0.0,15.36842105263158,14.701754385964913,0.0750877192982456,14.263157894736842,13.543859649122806,16.350877192982455,7.912280701754386,4116.0,5015.0,26.0,6.0,googlearchive,googlearchive/android-Camera2Video,jitarun,jitarun/material-camera-master,137.0,9.0,34.25,2.25
268119,0.6069364161849711,0.5549132947976878,0.630057803468208,0.4335260115606936,3.664739884393064,0.1965317919075144,3.1560693641618496,0.2427745664739884,1.0578034682080926,0.9884393063583816,0.9884393063583816,0.0057803468208092,180.0,0.0809248554913294,46.50289017341041,0.0,0.0,0.0,1.560693641618497,0.907514450867052,1.6416184971098269,1.6647398843930636,0.0,0.1156069364161849,0.0635838150289017,1.46242774566474,0.0,219.78034682080929,11.77456647398844,115.82080924855492,100.78034682080924,105.6878612716763,92.23699421965318,0.0,0.0,0.0,100.76878612716764,105.22543352601156,98.81502890173412,6.410404624277457,0.0,0.0,0.0,0.0,0.0,0.9942196531791908,0.8901734104046243,1.0867052023121386,0.4971098265895953,0.0,1.3583815028901731,0.2601156069364161,0.0,7.676300578034682,7.404624277456647,0.151907514450867,2.543352601156069,2.433526011560694,2.69364161849711,1.7283236994219653,20037.0,38022.0,40.0,30.0,googlearchive,googlearchive/android-Camera2Video,Edeneast13,Edeneast13/AmberCam,136.0,6.0,45.333333333333336,2.0
268169,1.5211267605633805,1.4788732394366195,1.5774647887323945,1.0704225352112675,7.47887323943662,0.1267605633802817,6.802816901408451,0.323943661971831,1.1830985915492958,1.887323943661972,1.887323943661972,0.1408450704225352,86.0,0.7887323943661971,0.8591549295774648,0.0,0.0,0.0,4.943661971830986,1.8309859154929575,5.732394366197183,7.845070422535211,0.028169014084507,1.3943661971830985,1.2394366197183098,3.0704225352112675,0.0,71.43661971830986,8.577464788732394,59.80281690140845,18.464788732394368,34.985915492957744,3.1549295774647885,0.0,0.0,0.0,28.253521126760564,41.83098591549296,16.816901408450704,25.01408450704225,0.0,0.0,0.0,0.0,0.0,2.7746478873239435,2.6338028169014085,2.943661971830986,1.6056338028169015,0.0,1.704225352112676,1.0140845070422535,0.0,28.64788732394366,25.816901408450704,0.0580281690140845,10.52112676056338,10.380281690140846,10.80281690140845,6.661971830985915,4246.0,5072.0,32.0,14.0,googlearchive,googlearchive/android-Camera2Video,baby518,baby518/CameraChecker,34.0,2.0,34.0,2.0
268196,1.2705479452054795,1.1643835616438356,1.3116438356164384,0.8047945205479452,7.02054794520548,0.1438356164383561,6.003424657534247,0.708904109589041,1.1232876712328768,0.9965753424657534,0.9965753424657534,0.1267123287671233,296.0,0.3116438356164384,14.719178082191782,0.0,0.0,0.0,2.794520547945205,1.6130136986301369,3.106164383561644,3.660958904109589,0.0273972602739726,0.6917808219178082,0.2945205479452055,2.0924657534246576,0.0,131.5958904109589,9.592465753424657,67.06849315068493,41.02054794520548,52.31506849315068,55.06506849315068,0.0,0.0,0.0,45.11301369863013,52.91095890410959,38.81506849315068,14.095890410958903,0.0,0.0,0.0,0.0,0.0,2.2705479452054798,2.030821917808219,2.4794520547945207,1.0547945205479452,0.0,1.702054794520548,0.7363013698630136,0.0,18.695205479452056,17.345890410958905,0.219931506849315,6.013698630136986,5.657534246575342,6.36986301369863,3.589041095890411,19584.0,38426.0,139.0,66.0,googlearchive,googlearchive/android-Camera2Video,floatingmuseum,floatingmuseum/FloatingMuseum,51.0,2.0,51.0,2.0
268426,1.5339805825242718,1.5339805825242718,1.5533980582524272,0.9902912621359224,10.388349514563108,0.5339805825242718,8.990291262135923,0.7087378640776699,1.2621359223300972,1.6310679611650485,1.6310679611650485,0.1650485436893204,107.0,0.7087378640776699,0.6310679611650486,0.0,0.0,0.0,3.2427184466019416,1.5048543689320388,3.951456310679612,4.815533980582524,0.1359223300970873,0.6893203883495146,0.4368932038834951,2.6893203883495147,0.0,61.86407766990291,8.398058252427184,46.96116504854369,12.893203883495143,30.1747572815534,6.640776699029126,0.0,0.0,0.0,21.776699029126213,30.902912621359224,12.07766990291262,18.825242718446603,0.0,0.0,0.0,0.0,0.0,2.4271844660194173,2.3980582524271843,2.4854368932038837,1.0679611650485437,0.0,1.980582524271845,0.7961165048543689,0.0,16.776699029126213,15.533980582524272,0.1521359223300971,7.009708737864078,6.902912621359223,7.330097087378641,4.155339805825243,4837.0,6372.0,48.0,20.0,googlearchive,googlearchive/android-Camera2Video,AhmedNader65,AhmedNader65/Pro-autocue-Android-Teleprompter,489.0,32.0,44.45454545454545,2.909090909090909
268446,1.477231329690346,1.395264116575592,1.5628415300546448,1.018214936247723,11.025500910746812,1.0255009107468125,7.845173041894354,1.8269581056466304,1.2167577413479054,1.7595628415300546,1.7595628415300546,0.058287795992714,614.0,0.3588342440801457,1.0801457194899815,0.0,0.0,0.0,3.877959927140255,1.852459016393443,4.236794171220401,4.801457194899818,0.1293260473588342,0.7030965391621129,0.4025500910746812,3.001821493624772,0.0,83.17486338797814,13.29872495446266,53.6775956284153,15.963570127504552,33.82149362477232,16.49544626593807,0.0,0.0,0.0,24.706739526411656,34.91074681238616,13.781420765027322,21.129326047358838,0.0,0.0,0.0,0.0,0.0,2.724954462659381,2.5027322404371586,2.947176684881603,1.296903460837887,0.0,1.7777777777777777,0.8761384335154827,0.0,22.661202185792348,20.38979963570128,0.223879781420765,7.801457194899818,7.484517304189436,8.318761384335154,4.7103825136612025,29469.0,45663.0,291.0,65.0,googlearchive,googlearchive/android-Camera2Video,wangrling,wangrling/appscoll,33.0,2.0,33.0,2.0
268447,0.5569620253164557,0.5443037974683544,0.6075949367088608,0.4177215189873418,3.5316455696202533,0.1012658227848101,3.1645569620253164,0.2531645569620253,1.1139240506329111,0.9367088607594936,0.9367088607594936,0.0,80.0,0.050632911392405,37.9240506329114,0.0,0.0,0.0,1.5443037974683544,0.9367088607594936,1.5949367088607596,1.5949367088607596,0.0379746835443038,0.3670886075949367,0.1392405063291139,1.0506329113924051,0.0,255.0126582278481,15.949367088607596,100.53164556962024,84.84810126582279,89.83544303797468,138.74683544303798,0.0,0.0,0.0,83.9367088607595,88.36708860759494,81.35443037974683,7.012658227848101,0.0,0.0,0.0,0.0,0.0,1.0379746835443038,0.9367088607594936,1.1518987341772151,0.4810126582278481,0.0,1.3417721518987342,0.3291139240506329,0.0,10.50632911392405,9.59493670886076,0.2818987341772151,2.7468354430379747,2.6202531645569622,3.0,1.7088607594936709,7942.0,20146.0,29.0,22.0,googlearchive,googlearchive/android-Camera2Video,wangrling,wangrling/camera,138.0,6.0,46.0,2.0
268449,1.2857142857142858,1.2571428571428571,1.4285714285714286,1.0,8.142857142857142,0.2,7.257142857142857,0.5714285714285714,1.2,0.8857142857142857,0.8857142857142857,0.0,35.0,0.2,0.6,0.0,0.0,0.0,2.914285714285714,1.2,3.1142857142857143,3.1142857142857143,0.0285714285714285,1.0285714285714285,0.1142857142857142,1.9428571428571428,0.0,67.62857142857143,7.428571428571429,46.885714285714286,10.542857142857144,32.0,13.342857142857143,0.0,0.0,0.0,18.8,27.8,10.542857142857144,17.257142857142856,0.0,0.0,0.0,0.0,0.0,2.4,2.2285714285714286,2.742857142857143,1.2571428571428571,0.0,1.8,0.7142857142857143,0.0,8.657142857142857,8.17142857142857,0.2254285714285714,6.571428571428571,6.342857142857143,7.514285714285714,3.7142857142857135,1641.0,2367.0,10.0,4.0,googlearchive,googlearchive/android-Camera2Video,wangrling,wangrling/MultiMedia,809.0,22.0,80.9,2.2
