AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountTotalLine,CountTotalLOC,level,JavaFiles,Packages
2.610169491525424,2.169491525423729,2.6440677966101696,1.0,13.966101694915254,0.559322033898305,12.305084745762711,0.8305084745762712,1.0847457627118644,2.3728813559322033,2.3728813559322033,0.05084745762711865,,0.423728813559322,1.3898305084745763,,,,3.1016949152542375,2.389830508474576,3.5254237288135593,3.5762711864406778,0.0,0.4745762711864407,0.2711864406779661,2.7796610169491527,,68.50847457627118,7.220338983050848,52.71186440677966,12.40677966101695,35.355932203389834,8.983050847457626,,,,26.016949152542374,35.67796610169491,12.288135593220339,23.389830508474578,,,,,,3.3559322033898304,2.830508474576271,3.4237288135593222,1.1864406779661016,,1.7627118644067796,1.11864406779661,,20.627118644067796,18.576271186440678,0.16338983050847458,7.1525423728813555,6.5423728813559325,7.271186440677966,3.7457627118644066,3110.0,4042.0,class,,
,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,30.0,11.0
