AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountTotalLine,level,JavaFiles,Packages
1.4347168543102,1.393211225004201,1.5425978827087885,0.9682406318265838,7.862712149218619,0.24516887917996974,6.905730129390019,0.5926735002520584,1.2335741892118972,2.3285162157620567,2.3285162157620567,0.21307343303646445,,0.4303478406990422,1.7916316585447825,,,,3.7346664426146865,1.9638716182154259,4.165014283313729,7.616366997143337,0.15442782725592338,0.5933456561922366,0.457234078306167,2.960006721559402,,72.3913627961687,8.169719374894976,50.771635019324485,15.405478070912451,32.47218954797513,13.920517560073938,,,,24.269702570996472,34.55318433876659,15.013443118803563,19.53974121996303,,,,,,2.482271887077802,2.375063014619392,2.7605444463115445,1.279784910099143,,1.7919677365148714,0.7346664426146866,,16.658880860359602,14.970257099647117,0.2299227020668795,7.897328180137792,7.6706435893127205,8.55234414384137,4.849100991430012,430801.0,class,,
,,,,,,,,,,,,6434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,2542.0,453.0
