AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountTotalLine,level,JavaFiles,Packages
1.1428571428571428,1.1428571428571428,1.1428571428571428,1.0,7.228571428571429,0.5714285714285714,6.114285714285714,0.4,1.0,0.6571428571428571,0.6571428571428571,0.0,,0.02857142857142857,0.2,,,,2.657142857142857,0.8285714285714286,2.6857142857142855,2.6857142857142855,0.05714285714285714,0.2571428571428571,0.2571428571428571,2.1142857142857143,,30.857142857142858,4.428571428571429,22.8,7.3428571428571425,12.657142857142857,3.742857142857143,,,,9.085714285714285,14.114285714285714,6.6,7.514285714285714,,,,,,1.6285714285714286,1.6285714285714286,1.7428571428571429,1.0571428571428572,,1.6285714285714286,0.42857142857142855,,13.571428571428571,9.82857142857143,0.36800000000000005,3.914285714285714,3.857142857142857,4.0285714285714285,2.857142857142857,1080.0,class,,
,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,27.0,9.0
