AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountTotalLine,CountTotalLOC,level,JavaFiles,Packages
1.3770491803278688,1.3114754098360655,1.4426229508196722,1.1147540983606556,8.688524590163935,0.5737704918032787,5.852459016393443,1.9672131147540983,1.2950819672131149,1.4426229508196722,1.4426229508196722,0.06557377049180328,,1.1147540983606556,1.1311475409836065,,,,3.80327868852459,1.5081967213114753,4.918032786885246,5.180327868852459,0.39344262295081966,0.36065573770491804,0.4098360655737705,3.7540983606557377,,81.93442622950819,11.918032786885245,48.0655737704918,20.40983606557377,29.491803278688526,22.016393442622952,,,,19.311475409836067,28.60655737704918,12.901639344262295,15.704918032786885,,,,,,2.721311475409836,2.4262295081967213,3.0491803278688523,1.1475409836065573,,1.721311475409836,0.9836065573770492,,29.24590163934426,23.524590163934427,0.4580327868852459,7.459016393442623,7.163934426229508,7.918032786885246,5.098360655737705,2932.0,4998.0,class,,
,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,40.0,14.0
