AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountTotalLine,CountTotalLOC,level,JavaFiles,Packages
2.7241379310344827,2.1379310344827585,2.7586206896551726,1.5172413793103448,19.137931034482758,1.0689655172413792,13.931034482758621,4.172413793103448,1.103448275862069,2.0,2.0,0.034482758620689655,,0.8620689655172413,0.8620689655172413,,,,4.0344827586206895,2.2758620689655173,4.896551724137931,5.0,0.4482758620689655,0.41379310344827586,0.1724137931034483,3.8620689655172415,,96.96551724137932,10.655172413793103,59.62068965517241,15.0,38.724137931034484,27.137931034482758,,,,31.0,43.48275862068966,14.482758620689655,29.0,,,,,,4.137931034482759,3.2758620689655173,4.310344827586207,2.206896551724138,,1.5862068965517242,1.3793103448275863,,28.103448275862068,22.551724137931036,0.40655172413793106,10.689655172413794,9.827586206896552,11.03448275862069,6.689655172413793,1729.0,2812.0,class,,
,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,22.0,8.0
